reportedEPS,Action,Current Ratio,Quick Ratio,Debt to Equity,Debt to Asset,Gross Margin,Profit Margin,Operating Margin,Interest Coverage,Inventory Ratio,Return On StockHolder,Free Cash Flow Conversion
,0,1.3433523209307963,,0.8028211647899262,0.4453138117465328,0.874405705229794,0.358161648177496,0.36370839936608557,65.57142857142857,,0.08978084513863664,0.7169287696577243
,1,1.2491000719942404,,0.8439401622718052,0.4576830525953936,0.8813905930470347,0.35644171779141104,0.3619631901840491,65.55555555555556,,0.08893255578093306,0.9570354457572503
,1,1.1565033046514528,,0.8761288583367031,0.46698757094618865,0.8812292358803987,0.3426079734219269,0.3480066445182724,64.46153846153847,,0.0872759131958485,
,1,1.1216888530321367,,0.8771645783471772,0.46728165897926277,0.8779806659505908,0.34328678839957033,0.3501611170784103,50.9375,,0.08777981134731803,0.9223638470451911
,1,1.106791338582677,,0.9333143548501885,0.4827535431621572,0.874475138121547,0.3352486187845304,0.3414364640883978,55.17857142857143,,0.08369511066827984,1.2167755991285403
,0,1.1413014251142781,,0.8607110554511932,0.46257104397247983,0.8768328445747801,0.3284457478005865,0.33476201218136703,53.0,,0.07903708342030195,0.9962145110410094
,0,1.0708192281651998,,0.882445477297104,0.4687761148674314,0.877108983128135,0.3401732786137711,0.34655722754217966,54.285714285714285,,0.08423310690025027,1.1807526218383715
,0,1.038766152563568,,0.8857350272232305,0.46970280258700337,0.8798686062881277,0.3620366025340216,0.3686062881276396,56.107142857142854,,0.09190562613430127,0.9982057416267942
,0,1.2505770340450086,,0.840981279989187,0.4568114239565361,0.8766423357664234,0.35717761557177613,0.36399026763990266,53.42857142857143,,0.08332770156112726,1.0958217270194985
,0,1.392182199967695,,0.8137921465242126,0.44866891064871484,0.8813214739517153,0.36035578144853875,0.36721728081321475,53.51851851851852,,0.08408491744137644,0.856675392670157
,1,1.3145646867371847,,0.8468091250360958,0.4585255257603002,0.8842242503259452,0.3614080834419817,0.36870925684485006,50.5,,0.08056598325151602,1.2603195739014648
,1,1.2717878057182226,,0.8444559279492101,0.45783470082049227,0.8855313700384123,0.3669654289372599,0.37464788732394366,48.766666666666666,,0.09309021113243762,1.103026400515132
,0,1.477866473149492,,0.8308202653799759,0.4537967385933125,0.875,0.3495911214953271,0.3574766355140187,45.333333333333336,,0.16963208685162848,1.1178428761651131
,0,1.439961013645224,,0.9136002732007171,0.4774248237708575,0.8675968992248062,0.32868217054263565,0.3373643410852713,38.857142857142854,,0.08153333902501494,1.1101694915254237
,1,1.2875677769171185,,0.9853873724841467,0.49631995556172753,0.8673273657289002,0.319693094629156,0.32864450127877237,36.714285714285715,,0.10109364948074626,0.9714285714285714
,1,1.234697781178271,,1.0271380793119924,0.5066936928443481,0.8537690067939179,0.2973147848592688,0.30799094144289874,28.848484848484848,,0.09125656951743909,1.174618320610687
,1,0.7929434745452326,,0.9716999050332383,0.4928234274154706,0.8489304812834224,0.3201871657754011,0.3322192513368984,27.61111111111111,,0.08091168091168091,1.014394718114968
,1,0.7369115795198903,0.643663576004304,0.957932929805721,0.48926281284156276,0.8532110091743119,0.294636556104446,0.30875088214537755,21.875,58800000.0,0.07741872498291516,0.8521457821457822
1.83,1,0.6950146459710344,,0.9800861860652437,0.4949792048768252,0.8516763848396501,0.25911078717201164,0.27368804664723034,18.775,,0.06373338703181636,1.1352013185778196
,1,0.966121576231864,,0.9759954411913686,0.4939136766095533,0.8473663975394079,0.2698961937716263,0.28565936178392926,18.121951219512194,,0.06828082261169081,1.1179245283018868
1.9,1,1.1292482480169146,1.056593087252036,1.004760521256142,0.5011842600348815,0.854232996906223,0.28365978597149666,0.29487082213318455,26.30183489558829,-744438000.0,0.07244605853450117,1.099038220887411
1.73,0,1.6616213439408527,1.5793603260208855,0.7372771717205912,0.4243866112569679,0.8710247935904353,0.30612602986544313,0.31533873167018467,34.22869190316009,295492000.0,0.07518580895234388,1.1589169098009655
,1,2.076035222727219,,0.7418022434568713,0.42588201171715795,0.8718460753589389,0.31466319874644705,0.3239386706508272,34.924225310612385,,0.07617720720140167,1.2485082372124083
,1,2.115334250066945,,0.7342409591444456,0.4233788593637353,0.8754648386899714,0.3379124143135924,0.34748408689591415,36.30338207950148,,0.0675323267425123,1.1826759451594009
,1,2.0546850039561075,1.995131903521432,0.7182512117271546,0.41798793248775623,0.8650091323859573,0.32044931837266616,0.3299759044550594,34.63737183511195,-663519000.0,0.05929176025534933,0.9290085107575602
,1,2.046256946206389,1.9820856898820451,0.702090121528428,0.41248704322305285,0.8571909657080595,0.29405607813700047,0.3042723975244884,29.782976234781223,262922000.0,0.051352106877064305,1.084950808292507
,1,1.9856966904382565,,0.7125709155742992,0.41608257450485975,0.8649354753158521,0.27797132361654225,0.2883240510329028,27.85005723006486,,0.047974128132785274,1.071746066373974
,1,1.9483505632400597,,0.7189769248710911,0.4182586249230823,0.8588662536586178,0.2739173405104285,0.28469844426234775,26.407170435741865,,0.05250524135259182,1.3532954637795
,1,2.0770028826643574,,0.7101048036757719,0.4152405175106476,0.8653609538310602,0.2839434251895806,0.2948348657905683,27.070327662975224,,0.05382112868501455,0.9673304247194304
,0,2.162582722517686,,0.6993037596047017,0.4115236935433935,0.8615399117603061,0.24338048603554588,0.2551847138630857,21.618077657542965,,0.03720665143709503,1.118694720756706
,1,2.1959196676713097,,0.6853964159478279,0.40666777825226164,0.8555246302125746,0.2358103079339591,0.2480887732902269,20.205193897752416,,0.03367183036860441,1.1303312855375724
