,Open,High,Low,Close,Volume
6469,631.955,631.955,630.985,631.01,6064
6470,631.02,631.63,630.88,630.88,13127
6471,631.125,631.32,630.61,631.16,15113
6472,630.97,630.97,627.11,627.65,55832
6473,627.22,627.42,625.23,625.24,185812
6474,625.13,626.51,620.58,621.445,32461
6475,621.455,623.48,619.57,619.57,15357
6476,619.21,619.79,615.96,616.0,26579
6477,616.06,617.05,612.89,613.3,27392
6478,613.53,614.22,611.3,612.23,28232
6479,612.23,614.45,611.825,614.45,17443
6480,614.95,615.73,612.89,612.89,10998
6481,612.775,613.47,610.21,610.65,9719
6482,610.4,611.329,610.04,611.29,19922
6483,611.29,612.43,611.15,611.85,20082
6484,611.855,612.46,611.855,612.3,10396
6485,612.59,614.47,612.585,612.585,17861
6486,612.88,613.85,612.0,613.51,14750
6487,613.335,614.95,613.335,613.865,9277
6488,613.44,614.125,613.01,613.63,7390
6489,614.36,614.83,614.14,614.645,5846
6490,614.34,615.01,614.15,614.94,7491
6491,615.1,615.9,614.895,614.93,6099
6492,614.7,616.11,614.65,616.11,8527
6493,616.43,616.43,616.103,616.115,3510
6494,615.86,616.11,614.84,615.02,19325
6495,614.92,615.97,614.64,614.91,14346
6496,615.26,616.93,615.12,615.84,7585
6497,615.86,616.27,615.86,616.265,5248
6498,616.56,617.64,616.32,617.315,6539
6499,617.24,617.44,616.38,616.855,17878
6500,616.865,617.32,616.865,617.265,11075
6501,617.04,617.04,615.36,615.72,8349
6502,616.0,616.1,615.3,615.715,6150
6503,615.725,615.75,614.675,614.88,7934
6504,614.32,614.43,613.23,613.96,9372
6505,613.96,614.92,613.96,614.73,7732
6506,615.03,615.72,614.595,615.33,6265
6507,615.32,615.59,615.115,615.36,4037
6508,615.18,615.78,614.87,615.325,8730
6509,615.2,615.87,615.13,615.36,6716
6510,615.525,615.525,614.81,615.06,5929
6511,615.085,615.41,614.745,614.745,5917
6512,614.745,615.225,614.745,614.87,5420
6513,614.855,615.23,614.855,615.125,6644
6514,614.96,615.12,614.155,614.425,8175
6515,614.26,615.02,614.02,614.94,6660
6516,615.24,616.2,614.94,615.24,8273
6517,615.48,615.72,615.31,615.42,3440
6518,615.35,615.47,615.085,615.2,3715
6519,615.22,615.43,614.74,614.74,7581
6520,614.61,616.36,614.61,616.205,9240
6521,615.87,616.28,615.61,616.28,5564
6522,616.01,617.0,616.01,617.0,4098
6523,617.06,617.12,615.715,615.725,10903
6524,615.3,615.61,615.09,615.495,9301
6525,615.557,616.0,615.5,615.8,5026
6526,615.96,616.08,615.54,615.595,5373
6527,615.99,616.0,615.49,615.95,9429
6528,615.865,618.76,615.865,618.76,22889
