fiscalDateEnding,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2016-08-31,USD,5110000000,8595000000,3485000000,695000000,2641000000,2234000000,1520000000,4016000000,177000000,-416000000,None,416000000,-7000000,19000000,222000000,136000000,2373000000,541000000,416000000,1797000000,2115000000,2789000000,2925000000,1832000000,USD,123223000000,74451000000,28614000000,68396000000,286000000,3407000000,48772000000,4108000000,None,21598000000,5091000000,16507000000,None,None,39782000000,2362000000,3081000000,75788000000,15142000000,551000000,9990000000,999000000,999000000,60249000000,None,135023000000,999000000,53057000000,135023000000,2711000000,2161000000,47435000000,None,23380000000,24588000000,4106000000,USD,11267000000,22000000,215000000,748000000,-2353000000,358000000,299000000,-1993000000,75000000,1832000000,-5203000000,7712000000,0,2002000000,2002000000,None,785000000,618000000,None,487000000,0,None,-1515000000,None,8462000000,78000000,1832000000,2016-09-15,0.55,0.58,-0.03,-5.1724,post-market
2016-05-31,USD,6541000000,10594000000,4053000000,693000000,3968000000,2629000000,1534000000,4820000000,156000000,-362000000,None,362000000,-108000000,33000000,228000000,355000000,3732000000,918000000,362000000,2793000000,2930000000,4094000000,4449000000,2814000000,USD,112180000000,64313000000,20152000000,56125000000,212000000,5385000000,47867000000,4000000000,4096000000,39533000000,4943000000,34590000000,41393000000,122000000,35973000000,2591000000,3043000000,64891000000,17208000000,504000000,8191000000,3750000000,0,47182000000,None,168179000000,3750000000,40105000000,43855000000,3333000000,2169000000,47289000000,None,23888000000,24217000000,4131000000,USD,-4804000000,4094000000,123000000,1529000000,1834000000,583000000,180000000,1650000000,-1000000,2930000000,-1128000000,1709000000,0,1973000000,1973000000,None,623000000,623000000,None,623000000,0,None,-1350000000,None,4569000000,134000000,2814000000,2016-06-16,0.81,0.81,0,0,post-market
2016-02-29,USD,5445000000,9012000000,3567000000,657000000,3027000000,2193000000,1419000000,4146000000,141000000,-360000000,None,360000000,78000000,-25000000,214000000,408000000,2732000000,590000000,360000000,2106000000,2142000000,3092000000,3500000000,2142000000,USD,104894000000,57069000000,15583000000,50767000000,212000000,3844000000,47825000000,4011000000,None,39533000000,5249000000,34284000000,None,None,35184000000,2246000000,2899000000,59024000000,11825000000,410000000,7397000000,None,1536000000,46733000000,None,80206000000,None,40106000000,80206000000,2967000000,2209000000,45870000000,None,23390000000,23526000000,4156000000,USD,2402000000,83000000,41000000,81000000,-114000000,408000000,368000000,-132000000,-26000000,2142000000,304000000,-4663000000,0,2209000000,2209000000,None,632000000,632000000,None,162000000,0,None,-2047000000,None,-1828000000,49000000,2142000000,2016-03-15,0.64,0.62,0.02,3.2258,post-market
2015-11-30,USD,5373000000,8993000000,3620000000,690000000,2955000000,2230000000,1444000000,4185000000,123000000,-371000000,None,371000000,-55000000,18000000,210000000,423000000,2668000000,471000000,371000000,2168000000,2197000000,3039000000,3462000000,2197000000,USD,106483000000,58618000000,17411000000,52335000000,238000000,3956000000,47865000000,3855000000,None,39770000000,5599000000,34171000000,None,None,34924000000,2089000000,2899000000,60559000000,13754000000,415000000,7461000000,2000000000,2000000000,46397000000,None,81840000000,None,39940000000,81840000000,2744000000,2184000000,45924000000,None,23737000000,23426000000,4208000000,USD,2451000000,95000000,45000000,-1665000000,765000000,423000000,195000000,536000000,-11000000,2197000000,228000000,-3756000000,0,3412000000,3412000000,None,696000000,636000000,None,None,0,None,-3068000000,None,672000000,-206000000,2197000000,2015-12-16,0.63,0.6,0.03,5,post-market
2015-08-31,USD,5058000000,570000000,-4488000000,711000000,2654000000,1988000000,1390000000,3944000000,117000000,-374000000,None,374000000,72000000,-32000000,219000000,452000000,2310000000,563000000,374000000,1717000000,1604000000,2684000000,3136000000,1747000000,USD,109706000000,62122000000,16739000000,55930000000,251000000,3475000000,47584000000,3896000000,None,40088000000,5955000000,34133000000,None,None,39191000000,1795000000,2811000000,62609000000,15391000000,422000000,9603000000,2000000000,2000000000,46777000000,None,82050000000,None,40050000000,82050000000,2507000000,2319000000,47097000000,None,24964000000,23272000000,4282000000,USD,11455000000,89000000,102000000,718000000,-2579000000,671000000,446000000,-2150000000,-50000000,1747000000,-7471000000,-3270000000,0,2846000000,2846000000,None,675000000,650000000,None,None,0,None,-2550000000,None,-4977000000,-92000000,1747000000,2015-09-16,0.53,0.52,0.01,1.9231,post-market
2015-05-31,USD,6432000000,10706000000,4171000000,750000000,3982000000,2490000000,1436000000,4913000000,99000000,-326000000,None,326000000,-41000000,7000000,210000000,507000000,3697000000,940000000,326000000,2744000000,2870000000,4023000000,4530000000,2757000000,USD,110903000000,62520000000,21716000000,54368000000,314000000,5618000000,48383000000,3686000000,3609000000,40493000000,6406000000,34087000000,38715000000,74000000,32652000000,2220000000,2746000000,62240000000,15206000000,806000000,7638000000,1999000000,0,46599000000,None,124425000000,1999000000,39959000000,41958000000,3317000000,2254000000,48663000000,None,26503000000,23156000000,4343000000,USD,7844000000,4206000000,112000000,2402000000,2426000000,717000000,597000000,1659000000,18000000,2870000000,-3724000000,7668000000,0,2008000000,2008000000,None,655000000,655000000,None,None,0,None,-1651000000,None,8015000000,-212000000,2757000000,2015-06-17,0.78,0.86,-0.08,-9.3023,post-market
2015-02-28,USD,5929000000,9327000000,3398000000,724000000,3383000000,2091000000,1370000000,4044000000,82000000,-273000000,None,273000000,-18000000,7000000,178000000,527000000,3150000000,655000000,273000000,2478000000,2495000000,3423000000,3950000000,2495000000,USD,98816000000,51294000000,13701000000,43777000000,285000000,4178000000,47522000000,3335000000,None,41170000000,6842000000,34328000000,None,None,30076000000,2123000000,2343000000,50721000000,13792000000,626000000,6878000000,1999000000,1999000000,36492000000,None,62558000000,None,30258000000,62558000000,2842000000,1937000000,48095000000,None,26165000000,22694000000,4373000000,USD,2729000000,150000000,148000000,-409000000,115000000,527000000,368000000,-54000000,92000000,2495000000,415000000,-1884000000,0,1992000000,1992000000,None,530000000,530000000,None,None,0,None,-1447000000,None,-2452000000,-417000000,2495000000,2015-03-17,0.68,0.68,0,0,post-market
2014-11-30,USD,6066000000,9598000000,3532000000,764000000,3542000000,2169000000,1389000000,4157000000,79000000,-282000000,None,282000000,34000000,-1000000,164000000,568000000,3269000000,767000000,282000000,2465000000,2502000000,3551000000,4119000000,2502000000,USD,98305000000,52040000000,16153000000,44733000000,208000000,4326000000,46265000000,3169000000,None,40550000000,7167000000,33383000000,None,None,28580000000,1866000000,2119000000,50762000000,11985000000,490000000,7224000000,None,1986000000,38358000000,None,64956000000,None,32456000000,64956000000,2693000000,1671000000,47543000000,None,25972000000,22039000000,4398000000,USD,2743000000,85000000,40000000,-1819000000,525000000,568000000,225000000,693000000,-4000000,2502000000,197000000,-2454000000,0,2087000000,2087000000,None,702000000,533000000,None,None,0,None,-1775000000,None,-8026000000,-425000000,2502000000,2014-12-17,0.69,0.68,0.01,1.4706,post-market
2014-08-31,USD,5282000000,8596000000,3314000000,691000000,2963000000,1982000000,1329000000,3952000000,89000000,-261000000,None,261000000,-72000000,14000000,160000000,547000000,2718000000,534000000,261000000,2138000000,2184000000,2979000000,3526000000,2184000000,USD,99726000000,58194000000,24179000000,51616000000,179000000,3551000000,41532000000,3086000000,None,35312000000,5605000000,29707000000,None,None,27437000000,2015000000,2218000000,52372000000,13377000000,423000000,9403000000,None,1916000000,38418000000,None,65167000000,None,32567000000,65167000000,2099000000,1703000000,47354000000,None,25838000000,21709000000,4438000000,USD,12875000000,124000000,96000000,728000000,-2791000000,707000000,201000000,-2506000000,-10000000,2184000000,-6700000000,6520000000,0,2000000000,2000000000,None,564000000,537000000,None,None,0,None,-1412000000,None,6410000000,-138000000,2184000000,2014-09-18,0.62,0.64,-0.02,-3.125,post-market
2014-05-31,USD,7971000000,11320000000,3349000000,493000000,4909000000,2231000000,1348000000,4631000000,74000000,-240000000,None,240000000,-214000000,17000000,156000000,568000000,4588000000,942000000,240000000,3623000000,3571000000,4828000000,5396000000,3646000000,USD,90266000000,48128000000,17769000000,38819000000,189000000,6087000000,42138000000,3061000000,3178000000,35789000000,6137000000,29652000000,24626000000,None,21050000000,2119000000,2451000000,43388000000,14389000000,471000000,7673000000,1508000000,0,28430000000,None,24200000000,24097000000,22667000000,46867000000,2785000000,1657000000,46878000000,None,25965000000,21077000000,4464000000,USD,4456000000,3807000000,192000000,1472000000,2269000000,724000000,154000000,1982000000,-37000000,3744000000,-1607000000,-1806000000,0,1972000000,1972000000,None,538000000,538000000,None,None,0,None,-1356000000,None,937000000,-106000000,3646000000,2014-06-19,0.92,0.95,-0.03,-3.1579,pre-market
2014-02-28,USD,5731000000,9307000000,3576000000,804000000,3567000000,2179000000,1292000000,4287000000,67000000,-228000000,None,228000000,-143000000,14000000,150000000,560000000,3249000000,684000000,228000000,2542000000,2565000000,3477000000,4037000000,2565000000,USD,86562000000,44404000000,16832000000,37225000000,227000000,4071000000,42158000000,3052000000,None,35880000000,6558000000,29322000000,None,None,20393000000,1869000000,2506000000,41855000000,13092000000,396000000,6825000000,1516000000,1516000000,28235000000,None,24200000000,None,22677000000,24193000000,2686000000,1503000000,44707000000,None,24606000000,20336000000,4483000000,USD,2763000000,146000000,159000000,-282000000,42000000,560000000,147000000,-17000000,-7000000,2565000000,529000000,-1736000000,0,2040000000,2040000000,None,541000000,541000000,None,None,0,None,-1286000000,None,1938000000,-51000000,2565000000,2014-03-18,0.68,0.7,-0.02,-2.8571,pre-market
2013-11-30,USD,5551000000,9275000000,3724000000,851000000,3410000000,2227000000,1273000000,4453000000,65000000,-230000000,None,230000000,-121000000,37000000,152000000,577000000,3203000000,650000000,230000000,2518000000,2553000000,3433000000,4010000000,2553000000,USD,85238000000,44252000000,14894000000,36974000000,234000000,4192000000,40986000000,3039000000,None,34790000000,6521000000,28269000000,None,None,22080000000,1889000000,2397000000,41675000000,13110000000,408000000,7011000000,1525000000,1525000000,28062000000,None,24200000000,None,22641000000,24166000000,2401000000,1471000000,43563000000,None,24386000000,19403000000,4506000000,USD,2736000000,101000000,62000000,-1418000000,829000000,577000000,126000000,718000000,-8000000,2553000000,216000000,-2867000000,0,2833000000,2833000000,None,545000000,545000000,None,None,0,None,-2353000000,None,-4770000000,80000000,2553000000,2013-12-18,0.69,0.67,0.02,2.9851,pre-market
2013-08-31,USD,4937000000,8372000000,3435000000,806000000,2873000000,1968000000,1237000000,4083000000,57000000,-217000000,None,217000000,-35000000,2000000,150000000,595000000,2663000000,472000000,217000000,2174000000,2191000000,2880000000,3475000000,2191000000,USD,86406000000,45457000000,19664000000,39104000000,243000000,3450000000,40949000000,3052000000,None,34879000000,6914000000,27965000000,None,None,19440000000,1723000000,2296000000,42865000000,14526000000,367000000,8871000000,1533000000,1533000000,27894000000,None,24100000000,None,22575000000,24108000000,2106000000,1459000000,43541000000,None,24830000000,19055000000,4569000000,USD,6292000000,117000000,67000000,448000000,-3078000000,745000000,153000000,-2707000000,-5000000,2191000000,-3501000000,2341000000,0,2968000000,2968000000,None,582000000,554000000,None,None,0,None,-2683000000,None,5051000000,-81000000,2191000000,2013-09-18,0.59,0.56,0.03,5.3571,pre-market
2013-05-31,USD,7213000000,10947000000,3734000000,879000000,5000000000,2482000000,1264000000,4446000000,57000000,-209000000,None,209000000,-12000000,9000000,146000000,596000000,4826000000,1020000000,209000000,1323000000,3504000000,5035000000,5631000000,3806000000,USD,81812000000,41692000000,14613000000,32216000000,240000000,6049000000,40120000000,3053000000,2703000000,33983000000,6640000000,27343000000,18978000000,None,17603000000,2213000000,2318000000,37164000000,12872000000,419000000,7430000000,None,0,23795000000,None,55494000000,None,18494000000,55494000000,2573000000,1402000000,44648000000,None,25854000000,18893000000,4646000000,USD,4564000000,3446000000,38000000,1328000000,2334000000,742000000,183000000,2002000000,18000000,1485000000,-2229000000,-3626000000,0,2817000000,2817000000,None,0,0,None,None,0,None,-2590000000,None,-1488000000,-197000000,3806000000,2013-06-20,0.87,0.87,0,0,pre-market
2013-02-28,USD,5382000000,8958000000,3576000000,854000000,3334000000,2062000000,1186000000,4113000000,62000000,-205000000,None,205000000,-87000000,15000000,139000000,586000000,3090000000,586000000,205000000,3266000000,2436000000,3295000000,3881000000,2504000000,USD,79450000000,40686000000,16101000000,33407000000,211000000,4169000000,38764000000,3034000000,None,32764000000,6662000000,26102000000,None,None,17306000000,2070000000,2315000000,36102000000,11916000000,361000000,6583000000,1250000000,1250000000,23744000000,None,38302000000,None,18502000000,38302000000,2470000000,1467000000,43348000000,None,24549000000,18645000000,4719000000,USD,3194000000,125000000,193000000,-332000000,-155000000,586000000,116000000,-231000000,-48000000,3295000000,-665000000,-2309000000,0,2132000000,2132000000,None,850000000,850000000,None,None,0,None,-1584000000,None,189000000,-31000000,2504000000,2013-03-20,0.65,0.66,-0.01,-1.5152,pre-market
2012-11-30,USD,5534000000,9094000000,3560000000,930000000,3471000000,2036000000,1199000000,4024000000,61000000,-195000000,None,195000000,-37000000,11000000,134000000,584000000,3280000000,699000000,195000000,3444000000,2492000000,3475000000,4059000000,2581000000,USD,79657000000,41129000000,15912000000,33695000000,164000000,4401000000,38528000000,3093000000,None,32331000000,6873000000,25458000000,None,None,17783000000,1976000000,2322000000,36674000000,12347000000,372000000,6815000000,1250000000,1250000000,23900000000,None,38307000000,None,18507000000,38307000000,2675000000,1487000000,42983000000,None,24746000000,18015000000,4748000000,USD,795000000,33000000,59000000,-1689000000,743000000,584000000,212000000,592000000,-10000000,3475000000,-2552000000,1955000000,0,2996000000,2996000000,None,291000000,291000000,None,None,0,None,-2761000000,None,245000000,47000000,2581000000,2012-12-18,0.64,0.61,0.03,4.918,pre-market
2012-08-31,USD,4971000000,8181000000,3210000000,884000000,2879000000,1820000000,1201000000,3715000000,57000000,-188000000,None,188000000,-26000000,13000000,127000000,619000000,2702000000,668000000,188000000,2793000000,2233000000,2890000000,3509000000,2034000000,USD,76558000000,38172000000,15667000000,31607000000,148000000,3775000000,38386000000,3037000000,None,32664000000,7376000000,25288000000,None,None,15940000000,1729000000,2138000000,33229000000,13955000000,388000000,8626000000,1250000000,1250000000,18867000000,None,28321000000,None,13521000000,28321000000,2529000000,1614000000,43329000000,None,25117000000,17901000000,4831000000000000,USD,5671000000,62000000,120000000,300000000,-2568000000,746000000,139000000,-2630000000,-10000000,2826000000,-510000000,-4520000000,0,3076000000,3076000000,None,323000000,292000000,None,None,0,None,-2559000000,None,712000000,71000000,2034000000,2012-09-20,0.53,0.53,0,0,pre-market
2012-05-31,USD,6872000000,10916000000,4044000000,955000000,4595000000,2378000000,1226000000,4599000000,56000000,-192000000,None,192000000,-37000000,-8000000,136000000,640000000,4383000000,931000000,192000000,16529000000,3324000000,4575000000,5215000000,3452000000,USD,78327000000,40023000000,14955000000,30676000000,158000000,6377000000,38304000000,3021000000,2398000000,33018000000,7899000000,25119000000,16291000000,None,15721000000,1935000000,1670000000,34639000000,15388000000,438000000,7331000000,2950000000,0,18852000000,None,46474000000,None,13524000000,46474000000,2435000000,1569000000,43688000000,None,26087000000,17489000000,4905000000,USD,4057000000,3397000000,59000000,1402000000,2163000000,776000000,217000000,2036000000,-11000000,2997000000,-1844000000,-749000000,0,2399000000,2399000000,None,296000000,296000000,None,None,0,None,-2179000000,None,1174000000,-290000000,3452000000,2012-06-18,0.82,0.78,0.04,5.1282,pre-market
2012-02-29,USD,5448000000,9039000000,3591000000,922000000,3317000000,1961000000,1145000000,4004000000,60000000,-190000000,None,190000000,-28000000,24000000,124000000,606000000,3148000000,650000000,190000000,2653000000,2622000000,3338000000,3944000000,2498000000,USD,74361000000,37538000000,13781000000,29742000000,172000000,4656000000,36823000000,2936000000,None,31274000000,7455000000,23819000000,None,None,15961000000,1678000000,1636000000,31488000000,11632000000,442000000,6591000000,0,1665000000,19463000000,None,29577000000,None,14777000000,29577000000,3240000000,1470000000,42873000000,None,25116000000,17341000000,4979000000,USD,3010000000,18000000,29000000,36000000,391000000,606000000,142000000,100000000,-46000000,2688000000,-590000000,-2119000000,0,1659000000,1659000000,None,302000000,302000000,None,None,0,None,-1580000000,None,495000000,194000000,2498000000,2012-03-20,0.62,0.56,0.06,10.7143,pre-market
2011-11-30,USD,5240000000,8792000000,3552000000,929000000,3111000000,1974000000,1102000000,3917000000,58000000,-192000000,None,192000000,-10000000,18000000,109000000,592000000,2960000000,768000000,192000000,2359000000,1892000000,3152000000,3744000000,2192000000,USD,72910000000,38482000000,13286000000,31012000000,218000000,4434000000,34428000000,2900000000,None,29146000000,7152000000,21994000000,None,None,17726000000,1579000000,1260000000,30990000000,11072000000,445000000,6360000000,None,1582000000,19571000000,None,29578000000,0,14778000000,29578000000,2954000000,1410000000,41920000000,None,24383000000,17245000000,5032000000,USD,1255000000,29000000,55000000,-1455000000,364000000,592000000,129000000,355000000,-36000000,2384000000,376000000,-1020000000,0,998000000,998000000,None,303000000,303000000,None,None,0,None,-746000000,None,124000000,-487000000,2192000000,2011-12-20,0.54,0.57,-0.03,-5.2632,pre-market
2011-08-31,USD,4785000000,8374000000,3589000000,936000000,2683000000,1941000000,1050000000,3895000000,57000000,-192000000,None,192000000,-29000000,-20000000,117000000,592000000,2471000000,631000000,192000000,2004000000,1890000000,2663000000,3255000000,1840000000,USD,73859000000,39206000000,13162000000,31660000000,259000000,4194000000,34653000000,2930000000,None,29493000000,7662000000,21831000000,None,None,18498000000,1831000000,1078000000,32967000000,13056000000,614000000,8236000000,None,1553000000,19564000000,None,29589000000,0,14789000000,29589000000,2964000000,1494000000,40892000000,None,23385000000,16915000000,5051000000,USD,5421000000,24000000,39000000,-211000000,-3009000000,709000000,160000000,-2483000000,-57000000,2032000000,-6323000000,-2211000000,0,800000000,800000000,None,467000000,304000000,None,None,0,None,-618000000,None,-3001000000,112000000,1840000000,2011-09-20,0.48,0.46,0.02,4.3478,pre-market
2011-05-31,USD,10265000000,10775000000,510000000,659000000,4359000000,2353000000,1170000000,4606000000,45000000,-195000000,None,195000000,-41000000,26000000,85000000,599000000,3630000000,961000000,195000000,3380000000,3269000000,4359000000,4424000000,2669000000,USD,73535000000,39174000000,16163000000,28848000000,303000000,6628000000,34361000000,2857000000,2238000000,29413000000,7860000000,21553000000,18387000000,None,12685000000,2206000000,1015000000,33759000000,14192000000,494000000,7118000000,1150000000,0,19098000000,None,31822000000,1150000000,14772000000,31822000000,3426000000,1157000000,39776000000,None,22581000000,16653000000,5068000000,USD,3777000000,None,None,-1961000000,2372000000,684000000,78000000,2106000000,19000000,2693000000,-419000000,859000000,0,411000000,411000000,None,304000000,304000000,None,None,1150000000,None,-63000000,None,4299000000,82000000,2669000000,2011-06-23,0.75,0.71,0.04,5.6338,pre-market
2011-02-28,USD,8299000000,8764000000,465000000,593000000,2987000000,1904000000,1127000000,3969000000,44000000,-204000000,None,204000000,-30000000,28000000,89000000,612000000,2977000000,683000000,204000000,2294000000,2216000000,2987000000,3793000000,2294000000,USD,67666000000,32459000000,11864000000,24355000000,276000000,4495000000,35207000000,2894000000,None,29749000000,8324000000,21425000000,None,None,12491000000,2140000000,1045000000,31049000000,11282000000,673000000,6183000000,None,1872000000,19325000000,None,14752000000,0,14752000000,14752000000,2888000000,1145000000,36617000000,None,20059000000,16131000000,5061000000,USD,2676000000,None,None,197000000,19000000,612000000,133000000,-34000000,34000000,2320000000,1032000000,-2431000000,-2253000000,245000000,245000000,None,253000000,253000000,None,None,0,None,49000000,None,1444000000,167000000,2294000000,2011-03-24,0.54,0.5,0.04,8,pre-market
2010-11-30,USD,8057000000,8582000000,525000000,663000000,2770000000,1686000000,1119000000,3749000000,39000000,-214000000,None,214000000,33000000,40000000,95000000,614000000,2838000000,776000000,214000000,2062000000,2041000000,2770000000,3666000000,2062000000,USD,67243000000,32723000000,10420000000,24845000000,236000000,4406000000,34520000000,2870000000,None,29415000000,8526000000,20889000000,None,None,14425000000,2017000000,1015000000,32831000000,13336000000,762000000,6095000000,None,2255000000,19057000000,None,14780000000,2255000000,14780000000,17035000000,2935000000,1136000000,34412000000,None,18422000000,15663000000,5051000000,USD,944000000,None,None,2472000000,-3949000000,614000000,121000000,-3285000000,-14000000,2084000000,-2778000000,128000000,-5000000,255000000,255000000,None,253000000,253000000,None,None,0,None,310000000,None,-1598000000,108000000,2062000000,2010-12-16,0.51,0.46,0.05,10.8696,pre-market
2010-08-31,USD,6945000000,7502000000,557000000,609000000,1917000000,1605000000,1103000000,3719000000,34000000,-196000000,34000000,196000000,49000000,17000000,99000000,603000000,1965000000,443000000,196000000,1522000000,1504000000,1917000000,2764000000,1522000000,USD,65255000000,30264000000,12018000000,23637000000,235000000,3721000000,34991000000,2835000000,None,9124000000,9124000000,20901000000,None,None,11619000000,1529000000,1012000000,33149000000,13800000000,706000000,7278000000,None,2260000000,18943000000,None,14778000000,2260000000,14778000000,19717000000,2493000000,1137000000,32106000000,None,17027000000,14923000000,5025000000,USD,3817000000,None,None,-693000000,2301000000,702000000,118000000,1942000000,-11000000,1548000000,-3916000000,1960000000,-885000000,249000000,249000000,None,251000000,251000000,None,None,3204000000,None,-80000000,None,2104000000,243000000,1522000000,2010-09-16,0.42,0.37,0.05,13.5135,pre-market
2010-05-31,USD,8831000000,9505000000,674000000,599000000,3300000000,2037000000,1063000000,3762000000,31000000,201000000,402000000,201000000,-39000000,16000000,102000000,604000000,2522000000,712000000,-201000000,2564000000,-3802000000,3300000000,3327000000,1810000000,USD,61578000000,27004000000,9914000000,18469000000,259000000,5585000000,34574000000,2763000000,1885000000,29746000000,9321000000,20425000000,None,None,8555000000,1532000000,798000000,30780000000,14691000000,775000000,6288000000,None,3145000000,15688000000,None,11510000000,3145000000,11510000000,14655000000,2976000000,1059000000,30798000000,None,16146000000,14648000000,5026000000,USD,2511000000,None,None,1297000000,-1956000000,706000000,69000000,-1976000000,-55000000,1905000000,-550000000,-1171000000,926000000,254000000,254000000,None,251000000,251000000,None,None,800000000,None,18000000,None,583000000,-207000000,1810000000,2010-06-24,0.6,0.54,0.06,11.1111,pre-market
2010-02-28,USD,6198000000,6404000000,206000000,397000000,1843000000,1477000000,823000000,2956000000,27000000,186000000,372000000,186000000,-88000000,10000000,73000000,502000000,1768000000,393000000,-186000000,1375000000,974000000,1843000000,2456000000,1375000000,USD,59386000000,23979000000,9331000000,17489000000,315000000,3898000000,35407000000,2869000000,None,9868000000,9868000000,20415000000,None,None,8158000000,1299000000,2255000000,30910000000,14251000000,616000000,None,None,4220000000,16284000000,None,11498000000,4220000000,11498000000,18993000000,2574000000,1172000000,28476000000,None,14257000000,13973000000,5015000000,USD,1781000000,None,None,-335000000,335000000,502000000,61000000,177000000,-18000000,1375000000,-7180000000,-8000000,-1708000000,242000000,242000000,None,252000000,252000000,None,None,1959000000,None,-11000000,None,-5588000000,-181000000,1375000000,2010-03-25,0.38,0.37,0.01,2.7027,pre-market
2009-11-30,USD,5858000000,5858000000,0,1096000000,2178000000,1316000000,708000000,2396000000,30000000,188000000,376000000,188000000,-2000000,21000000,62000000,436000000,2211000000,565000000,-188000000,1646000000,1658000000,2178000000,2835000000,1646000000,USD,53833000000,25235000000,14919000000,20784000000,None,3086000000,28598000000,1956000000,None,6584000000,6584000000,19098000000,None,None,5865000000,662000000,960000000,26302000000,8534000000,255000000,None,None,1001000000,17384000000,None,13751000000,1001000000,13751000000,17344000000,1754000000,690000000,27531000000,None,13541000000,13529000000,5009000000,USD,651000000,None,None,-843000000,-449000000,436000000,45000000,-433000000,0,1646000000,-1642000000,-366000000,0,252000000,252000000,None,250000000,250000000,None,None,0,None,-128000000,None,-1179000000,178000000,1646000000,2009-12-17,0.39,0.36,0.03,8.3333,pre-market
2009-08-31,USD,5054000000,5054000000,0,1008000000,1740000000,1161000000,660000000,2127000000,None,179000000,35000000,179000000,None,9000000,61000000,431000000,1741000000,438000000,-179000000,1303000000,1169000000,1740000000,2351000000,1303000000,USD,52998000000,24445000000,16098000000,20565000000,None,2584000000,28553000000,1924000000,None,6886000000,6886000000,18867000000,None,None,4467000000,586000000,876000000,26855000000,9160000000,260000000,None,None,1001000000,17351000000,None,13723000000,1001000000,13723000000,17209000000,1583000000,678000000,26143000000,None,12563000000,13319000000,5012000000,USD,3738000000,None,None,-69000000,2121000000,492000000,55000000,1870000000,0,1303000000,-947000000,4209000000,0,244000000,244000000,None,251000000,251000000,None,None,4461000000,None,3000000,None,7103000000,103000000,1303000000,2009-09-16,0.3,0.3,0,0,pre-market
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-11,1.63,1.65,-0.02,-1.2121,post-market
2009-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-23,0.46,0.44,0.02,4.5455,pre-market
2009-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-18,0.35,0.32,0.03,9.375,pre-market
2008-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-18,0.34,0.34,0,0,pre-market
2008-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09-18,0.29,0.27,0.02,7.4074,pre-market
2008-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-25,0.47,0.44,0.03,6.8182,pre-market
