reportedEPS,Action,Current Ratio,Quick Ratio,Debt to Equity,Debt to Asset,Gross Margin,Profit Margin,Operating Margin,Interest Coverage,Inventory Ratio,Return On StockHolder,Free Cash Flow Conversion
2.11,1,1.119345353136986,0.7594190271486702,1.3669735349370296,0.5775195686644617,0.39911806245453746,0.12998672565119312,0.1498231879381738,7.552918749857316,12.978766848602227,0.04555195950246142,0.2963190178301234
3.73,1,1.2927015879419355,0.8856362572759986,1.239127066871537,0.5533973865104584,0.4227371047434763,0.2234983846246424,0.24405209848942852,11.873868639747554,10.221897901010625,0.07587526241509322,0.3383957478370305
3.29,0,1.3262557192099178,,1.2256917692830065,0.5507014880491992,0.42918062985591954,0.20511423728039313,0.22646584020790245,10.60650298606503,,0.06515399403868613,0.25016297596921666
2.88,1,1.260526065797907,,1.2672668414742108,0.5589403145199331,0.4114288752941707,0.17997591865125823,0.2013248050022159,9.430225150511653,,0.05979055713078626,0.40206407432536645
0.12,1,1.168390288506809,,1.338828037250665,0.5724354317320746,0.3117519711087024,0.005009645248191779,0.026736829208870598,1.230570388562921,,0.002660775522405329,0.07241858208529074
3.1,1,1.1353321253208246,,1.3169261649167354,0.5683936695341617,0.3957969559107847,0.2046342549430711,0.22640866186727573,10.397925539620456,,0.06811342537056814,0.08527612040912297
3.2,1,1.0454340000602664,,1.4298069917688083,0.5884446775453397,0.4114589691700561,0.20364181762907332,0.22565585728031662,10.250542874241258,,0.0755374797638118,0.002475423662577124
3.53,0,1.046301670255112,,1.5838351134536353,0.6129783999013123,0.45541028350229484,0.25162056781803527,0.27546202118085095,11.553910618992532,,0.09105354815957717,0.14823330630049936
1.33,0,0.950625199818211,,1.8130459565021635,0.6445134507352899,0.320358169166196,0.07145288338086456,0.09602431758555037,3.9079655174234147,,0.038325414555946125,-0.12829476922952102
3.19,0,1.169772547639866,,1.790788499640572,0.6416783284979171,0.43788233448480496,0.22195046761080126,0.24739709549063288,9.722195673978229,,0.09462012664110372,-0.01773979092240105
2.97,1,1.226147495023547,,1.9552329937288078,0.6616172050995426,0.45271996139354276,0.21708491009737832,0.2431442687512846,9.33040110389814,,0.09759272861093413,-0.03708585817582301
3.75,1,1.2695051477246893,,2.114154367250126,0.6788855393565398,0.4599527144121926,0.2840181358209826,0.3111621181464027,11.463392306109855,,0.13246696698561325,0.14767668485127555
1.19,0,1.2505571188547981,,2.5498876662413106,0.718300945263764,0.37313622423071796,0.07621663339073469,0.10589346705110828,3.5682198533364438,,0.04899631639259519,-0.0720689576976474
1.74,1,1.2376238933121069,,2.7376691892820926,0.7324535828725727,0.39901038545213163,0.1338577673041534,0.1644808431550754,5.371140507106287,,0.07644936677194741,0.2830254623583125
1.59,1,1.1229569373197221,,2.9824600608071794,0.7488989256059692,0.407362149386024,0.1684375125034847,0.19920234680039284,6.475001453864902,,0.07715212175405177,0.22529854088985576
1.57,1,0.8209838006805688,,3.169185903120999,0.7601450203380442,0.3758852546018849,0.1379876279779898,0.16990386620919878,5.323430191815649,,0.08431944465254752,0.04665407165898498
1.3,1,0.9012219911734709,,3.481008768349165,0.7768359644677939,0.36606038591412354,0.02731317835752567,0.05983318682950722,1.839888414575846,,0.07741464599058025,-0.5119740743555363
1.47,1,0.7340632965458328,,3.509464177319699,0.7782441636792484,0.4093469757793516,0.19301074089997816,0.2236423729314449,7.301027013569028,,0.09695307370613299,-0.16611954065704915
0.6,0,0.8475873321888253,,3.941626697554421,0.7976374863574998,0.389480767871405,0.10174775487719566,0.13262921288062277,4.294784684903935,,0.044328535292818924,-0.1963118789723391
0.76,1,0.6079067258673218,,3.7726381180061646,0.7904722764906039,0.36504775942978884,0.08840073152086976,0.11837844437680933,3.94888178913738,,0.06032763475314472,-0.1682748180316839
0.3,1,1.4943204589876868,,3.9581151282792795,0.7983104518294937,0.34714501935946457,0.028516965416169375,0.059281687553933864,1.9269372006179788,,0.025565949226582983,-0.5670775817460031
0.89,0,1.3860984973579922,,3.6642410162939427,0.7856028458849735,0.36711895411631923,0.09471732326109036,0.12193708315351352,4.479726626371002,,0.08041175706181646,-0.3011047820247529
0.85,0,1.5374080476133376,,4.040149668638527,0.8015931935072623,0.385138216708853,0.10970217056922096,0.13570626038128925,5.218650656955859,,0.08547547035537963,-0.23608000276945978
0.64,1,1.3017172176508307,,4.012223402218005,0.8004877437112079,0.37836570782543283,0.08095856742332044,0.10290457126675558,4.688989029660547,,0.07215704610854248,-0.12308023420232864
0.41,1,1.403135057054921,,4.307921705347581,0.8116023454165633,0.32608061160981267,0.08053461076677963,0.1034492833458368,4.5145433777825,,0.051792093481885314,-0.2559833370844319
0.29,1,1.2023604523491074,,4.094589976861543,0.8037133499375279,0.30105944702915616,0.03894220799039418,0.059274156668706966,2.9153209860268916,,0.0389467809474235,-0.24273239712490788
0.15,1,1.3079947178819995,,4.306738313253012,0.8115603331141076,0.2849679622497365,0.005012450349385237,0.024930855326078527,1.2516491835189791,,0.021076305220883534,-0.3499865492806929
0.4,1,1.1525282164606863,,3.8287245143480324,0.7929059740251058,0.3397906801661967,0.08487788412123787,0.1026057835081458,5.787813957468658,,0.05993308634444223,-0.2483154499984965
0.15,1,1.2471590964835608,,4.070008955892231,0.8027616896341324,0.33223345244337027,0.03643491671782626,0.0540273601930301,3.0710549258936357,,0.024907828942458392,-0.40729538151988653
0.12,1,1.1773784089196073,,3.8823661528071156,0.7951812771303418,0.3306907555187609,0.03455043865394457,0.050067068729728735,3.2266715443493923,,0.02037077604048453,-0.35877208290134166
